outlet,group,estimated_country,domain_country,basis,broad,both,only_pair,only_pair_specific,specific_kenya
diariosigloxxi.com,Third country,SP,,estimate_only,1,1,0,0,0
dimokratiki.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
djcoregon.com,Third country,US,,estimate_only,1,1,0,0,1
dn.se,Third country,SW,SW,estimate_domain_agree,1,1,0,0,0
dnevnik.rs,Third country,RI,RI,estimate_domain_agree,1,1,0,0,0
dnews.gr,Third country,,GR,domain_only,1,1,0,0,0
dnoticias.pt,Third country,PO,PO,estimate_domain_agree,1,1,0,0,1
dominicanrepublicpost.com,Third country,US,,estimate_only,1,1,0,0,0
dongascience.com,Third country,KS,,estimate_only,1,1,0,0,0
dorsetecho.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
dosja.al,Third country,,AL,domain_only,1,1,0,0,0
dr.dk,Third country,DA,DA,estimate_domain_agree,1,1,0,0,0
dudleynews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
dumbartonreporter.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
dunfermlinepress.com,Third country,UK,,estimate_only,1,1,0,0,1
durangoherald.com,Third country,US,,estimate_only,1,1,0,0,1
eadt.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
eagle1005.com,Third country,US,,estimate_only,1,1,0,0,1
ealingtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
eastidahonews.com,Third country,US,,estimate_only,1,1,0,0,1
ebar.com,Third country,US,,estimate_only,1,1,0,0,0
ecfr.eu,Third country,RS,,estimate_only,1,1,0,0,0
echo-news.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
ecoticias.com,Third country,SP,,estimate_only,1,1,0,0,1
edp24.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
egyptindependent.com,Third country,EG,,estimate_only,1,1,0,0,0
ekantipur.com,Third country,NP,,estimate_only,1,1,0,0,1
el-balad.com,Third country,EG,,estimate_only,1,1,0,0,0
eldestapeweb.com,Third country,AR,,estimate_only,1,1,0,0,0
eldiariodechihuahua.mx,Third country,MX,MX,estimate_domain_agree,1,1,0,0,0
eleconomista.com.mx,Third country,MX,MX,estimate_domain_agree,1,1,0,0,0
electronicsweekly.com,Third country,UK,,estimate_only,1,1,0,0,0
elespectador.com,Third country,CO,,estimate_only,1,1,1,0,0
elledecor.com,Third country,US,,estimate_only,1,1,0,0,0
ellitoral.com,Third country,AR,,estimate_only,1,1,0,0,0
elnortedecastilla.es,Third country,SP,SP,estimate_domain_agree,1,1,0,0,0
elobservador.com.uy,Third country,UY,UY,estimate_domain_agree,1,1,0,0,0
elsiglodetorreon.com.mx,Third country,MX,MX,estimate_domain_agree,1,1,0,0,0
empisteutiko.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
enallaxnews.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
enca.com,Third country,SF,,estimate_only,1,1,0,0,0
energylivenews.com,Third country,UK,,estimate_only,1,1,0,0,0
enfieldindependent.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
enikos.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,1
epikaira.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
eppingforestguardian.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
erienewsnow.com,Third country,US,,estimate_only,1,1,0,0,0
esquire.com,Third country,US,,estimate_only,1,1,0,0,0
estadao.com.br,Third country,BR,BR,estimate_domain_agree,1,1,0,0,0
euractiv.pl,Third country,PL,PL,estimate_domain_agree,1,1,0,0,1
euro2day.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,1
eveshamjournal.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
evz.ro,Third country,RO,RO,estimate_domain_agree,1,1,0,0,0
ewn.co.za,Third country,SF,SF,estimate_domain_agree,1,1,0,0,0
express.pk,Third country,PK,PK,estimate_domain_agree,1,1,0,0,1
face2faceafrica.com,Third country,US,,estimate_only,1,1,0,0,0
fakti.bg,Third country,BU,BU,estimate_domain_agree,1,1,0,0,1
falmouthpacket.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
faribaultcountyregister.com,Third country,US,,estimate_only,1,1,0,0,1
fillmorecountyjournal.com,Third country,US,,estimate_only,1,1,0,0,0
finance-commerce.com,Third country,US,,estimate_only,1,1,0,0,1
financialexpress.com,Third country,IN,,estimate_only,1,1,0,0,1
fj-p.com,Third country,EG,,estimate_only,1,1,0,0,0
floydct.com,Third country,US,,estimate_only,1,1,0,0,0
fm99.com,Third country,US,,estimate_only,1,1,0,0,1
focus.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,1
focus.ua,Third country,UP,UP,estimate_domain_agree,1,1,0,0,0
fodors.com,Third country,US,,estimate_only,1,1,0,0,0
forbes.pl,Third country,PL,PL,estimate_domain_agree,1,1,0,0,0
forsal.pl,Third country,PL,PL,estimate_domain_agree,1,1,0,0,0
foxbangor.com,Third country,US,,estimate_only,1,1,0,0,0
foxnews.com,Third country,US,,estimate_only,1,1,0,0,1
freepressseries.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
freightwaves.com,Third country,US,,estimate_only,1,1,0,0,1
fremonttribune.com,Third country,US,,estimate_only,1,1,0,0,1
freshfruitportal.com,Third country,US,,estimate_only,1,1,0,0,0
futura-sciences.com,Third country,FR,,estimate_only,1,1,0,0,0
galvnews.com,Third country,US,,estimate_only,1,1,0,0,1
gamingintelligence.com,Third country,US,,estimate_only,1,1,0,0,0
gatestoneinstitute.org,Third country,IS,,estimate_only,1,1,0,0,0
gazeta-shqip.com,Third country,AL,,estimate_only,1,1,0,0,0
gazetatema.net,Third country,AL,,estimate_only,1,1,0,0,0
gazette-news.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
gazette.com,Third country,US,,estimate_only,1,1,0,0,0
gazetteandherald.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
gazetteherald.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
gazetteseries.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
geographical.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
ggrasia.com,Third country,MC,,estimate_only,1,1,0,0,0
ghanaiantimes.com.gh,Third country,GH,GH,estimate_domain_agree,1,1,0,0,1
glasamerike.net,Third country,RI,,estimate_only,1,1,0,0,1
glasgowtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
glavred.info,Third country,UP,,estimate_only,1,1,0,0,0
globalatlanta.com,Third country,US,,estimate_only,1,1,0,0,0
globo.com,Third country,BR,,estimate_only,1,1,0,0,0
gol.mk,Third country,MK,MK,estimate_domain_agree,1,1,0,0,1
granbyexpress.com,Third country,CA,,estimate_only,1,1,0,0,1
grandforksgazette.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
grandforksherald.com,Third country,US,,estimate_only,1,1,0,0,0
graphic.com.gh,Third country,GH,GH,estimate_domain_agree,1,1,0,0,0
greeleytribune.com,Third country,US,,estimate_only,1,1,0,0,0
greenfieldreporter.com,Third country,US,,estimate_only,1,1,0,0,1
greensboro.com,Third country,US,,estimate_only,1,1,0,0,1
grenadachronicle.com,Third country,US,,estimate_only,1,1,0,0,0
guampdn.com,Third country,GQ,,estimate_only,1,1,0,0,0
guardian-series.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
guernseypress.com,Third country,UK,,estimate_only,1,1,0,0,1
guineaecuatorialpress.com,Third country,GV,,estimate_only,1,1,0,0,0
guineenews.org,Third country,GV,,estimate_only,1,1,0,0,1
gulfbusiness.com,Third country,SA,,estimate_only,1,1,0,0,0
haberler.com,Third country,TU,,estimate_only,1,1,1,0,0
haitian-truth.org,Third country,HA,,estimate_only,1,1,0,0,0
haitiantimes.com,Third country,HA,,estimate_only,1,1,0,0,0
halesowennews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
halsteadgazette.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
hamhigh.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
hampshirechronicle.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
hankookilbo.com,Third country,KS,,estimate_only,1,1,0,0,0
harrowtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
harvard.edu,Third country,US,,estimate_only,1,1,0,0,0
havanatimes.org,Third country,CU,,estimate_only,1,1,0,0,0
heise.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
hellenicnews.com,Third country,GR,,estimate_only,1,1,0,0,0
heraldcorp.com,Third country,KS,,estimate_only,1,1,0,0,0
heritage.org,Third country,US,,estimate_only,1,1,0,0,1
hexham-courant.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
hispanicoutlook.com,Third country,US,,estimate_only,1,1,0,0,0
hits999fm.com,Third country,US,,estimate_only,1,1,0,0,1
hngnews.com,Third country,US,,estimate_only,1,1,0,0,1
hojemacau.com.mo,Third country,MC,MC,estimate_domain_agree,1,1,0,0,0
homenewshere.com,Third country,US,,estimate_only,1,1,0,0,0
hongkongfp.com,Third country,HK,,estimate_only,1,1,0,0,0
hopestandard.com,Third country,CA,,estimate_only,1,1,0,0,1
hotelnewsresource.com,Third country,US,,estimate_only,1,1,0,0,0
hotsr.com,Third country,US,,estimate_only,1,1,0,0,1
houstonchronicle.com,Third country,US,,estimate_only,1,1,0,0,1
houstonpublicmedia.org,Third country,US,,estimate_only,1,1,0,0,0
hoy.com.ni,Third country,NU,NU,estimate_domain_agree,1,1,0,0,0
hoy.es,Third country,SP,SP,estimate_domain_agree,1,1,0,0,0
hppr.org,Third country,US,,estimate_only,1,1,0,0,0
humanite.fr,Third country,FR,FR,estimate_domain_agree,1,1,0,0,0
hyperallergic.com,Third country,US,,estimate_only,1,1,0,0,0
i100rocks.com,Third country,US,,estimate_only,1,1,0,0,1
iafrica.com,Third country,SF,,estimate_only,1,1,0,0,1
idahostatejournal.com,Third country,US,,estimate_only,1,1,0,0,1
idnes.cz,Third country,EZ,EZ,estimate_domain_agree,1,1,0,0,0
idsa.in,Third country,IN,IN,estimate_domain_agree,1,1,0,0,1
ifamagazine.com,Third country,UK,,estimate_only,1,1,0,0,1
impartialreporter.com,Third country,UK,,estimate_only,1,1,0,0,1
in.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
independent.com,Third country,US,,estimate_only,1,1,0,0,0
independent.ie,Third country,EI,EI,estimate_domain_agree,1,1,0,0,0
independentnews.com,Third country,US,,estimate_only,1,1,0,0,0
index.hr,Third country,HR,HR,estimate_domain_agree,1,1,0,0,0
india.com,Third country,IN,,estimate_only,1,1,0,0,0
informacion.es,Third country,SP,SP,estimate_domain_agree,1,1,0,0,0
informer.rs,Third country,RI,RI,estimate_domain_agree,1,1,0,0,0
informs.org,Third country,US,,estimate_only,1,1,0,0,1
inforum.com,Third country,US,,estimate_only,1,1,0,0,0
infowire.pl,Third country,PL,PL,estimate_domain_agree,1,1,1,0,0
insideflyer.com,Third country,US,,estimate_only,1,1,0,0,1
insidehalton.com,Third country,CA,,estimate_only,1,1,0,0,0
insideottawavalley.com,Third country,CA,,estimate_only,1,1,0,0,0
insightcrime.org,Third country,MX,,estimate_only,1,1,0,0,0
interest.co.nz,Third country,NZ,NZ,estimate_domain_agree,1,1,0,0,0
interior-news.com,Third country,CA,,estimate_only,1,1,0,0,1
interlochenpublicradio.org,Third country,US,,estimate_only,1,1,0,0,0
interpol.int,Third country,FR,,estimate_only,1,1,0,0,0
investing.com,Third country,US,,estimate_only,1,1,0,0,0
investmentnews.com,Third country,US,,estimate_only,1,1,0,0,0
ipswichstar.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
irishnews.com,Third country,UK,,estimate_only,1,1,0,0,1
irozhlas.cz,Third country,,EZ,domain_only,1,1,0,0,0
irrawaddy.com,Third country,BM,,estimate_only,1,1,0,0,0
irvinetimes.com,Third country,UK,,estimate_only,1,1,0,0,1
isaaa.org,Third country,RP,,estimate_only,1,1,0,0,0
itnewsafrica.com,Third country,SF,,estimate_only,1,1,0,0,0
iwradio.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
jamestownsun.com,Third country,US,,estimate_only,1,1,0,0,0
jammin983.com,Third country,US,,estimate_only,1,1,0,0,1
japantimes.co.jp,Third country,JA,JA,estimate_domain_agree,1,1,0,0,1
javedch.com,Third country,PK,,estimate_only,1,1,0,0,1
jdnews.com,Third country,US,,estimate_only,1,1,0,0,1
jerseyeveningpost.com,Third country,UK,,estimate_only,1,1,0,0,1
journaldemontreal.com,Third country,CA,,estimate_only,1,1,0,0,0
journalleguide.com,Third country,CA,,estimate_only,1,1,0,0,1
journalnow.com,Third country,US,,estimate_only,1,1,0,0,1
journalstar.com,Third country,US,,estimate_only,1,1,0,0,1
kaaltv.com,Third country,US,,estimate_only,1,1,0,0,1
kanw.com,Third country,US,,estimate_only,1,1,0,0,0
karatoa.com.bd,Third country,BG,BG,estimate_domain_agree,1,1,0,0,0
kathimerini.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
katu.com,Third country,US,,estimate_only,1,1,0,0,1
kawc.org,Third country,US,,estimate_only,1,1,0,0,0
kazu.org,Third country,US,,estimate_only,1,1,0,0,0
kcbx.org,Third country,US,,estimate_only,1,1,0,0,0
kccu.org,Third country,US,,estimate_only,1,1,0,0,0
kclu.org,Third country,US,,estimate_only,1,1,0,0,0
kedm.org,Third country,US,,estimate_only,1,1,0,0,0
keighleynews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
kelownacapnews.com,Third country,CA,,estimate_only,1,1,0,0,1
kenw.org,Third country,US,,estimate_only,1,1,0,0,0
kfm.co.ug,Third country,UG,UG,estimate_domain_agree,1,1,0,0,0
kgou.org,Third country,US,,estimate_only,1,1,0,0,0
khaleejtimes.com,Third country,AE,,estimate_only,1,1,0,0,0
kidderminstershuttle.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
kilburntimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
kimberleybulletin.com,Third country,CA,,estimate_only,1,1,0,0,1
kioa.com,Third country,US,,estimate_only,1,1,0,0,1
kirovograd.net,Third country,UP,,estimate_only,1,1,0,0,0
klove.com,Third country,US,,estimate_only,1,1,0,0,0
kmib.co.kr,Third country,KS,KS,estimate_domain_agree,1,1,0,0,0
kmit.com,Third country,US,,estimate_only,1,1,0,0,1
kmuw.org,Third country,US,,estimate_only,1,1,0,0,0
kmxt.org,Third country,US,,estimate_only,1,1,0,0,0
knpr.org,Third country,US,,estimate_only,1,1,0,0,0
koamnewsnow.com,Third country,US,,estimate_only,1,1,0,0,1
kohajone.com,Third country,AL,,estimate_only,1,1,0,0,0
koimoi.com,Third country,IN,,estimate_only,1,1,0,0,0
kokomotribune.com,Third country,US,,estimate_only,1,1,0,0,1
kool98.com,Third country,US,,estimate_only,1,1,0,0,1
kp.ua,Third country,UP,UP,estimate_domain_agree,1,1,0,0,0
kpbs.org,Third country,US,,estimate_only,1,1,0,0,0
krdo.com,Third country,US,,estimate_only,1,1,0,0,0
ksat.com,Third country,US,,estimate_only,1,1,0,0,0
ksl.com,Third country,US,,estimate_only,1,1,0,0,1
ksmu.org,Third country,US,,estimate_only,1,1,0,0,0
kten.com,Third country,US,,estimate_only,1,1,0,0,0
kuaf.com,Third country,US,,estimate_only,1,1,0,0,0
kunc.org,Third country,US,,estimate_only,1,1,0,0,0
kurir.mk,Third country,MK,MK,estimate_domain_agree,1,1,0,0,1
kurv.com,Third country,US,,estimate_only,1,1,0,0,1
kvia.com,Third country,US,,estimate_only,1,1,0,0,0
kvnf.org,Third country,US,,estimate_only,1,1,0,0,0
kvpr.org,Third country,US,,estimate_only,1,1,0,0,0
kwbu.org,Third country,US,,estimate_only,1,1,0,0,0
kwit.org,Third country,US,,estimate_only,1,1,0,0,0
kzyx.org,Third country,US,,estimate_only,1,1,0,0,0
la-razon.com,Third country,BL,,estimate_only,1,1,0,0,0
lacrossetribune.com,Third country,US,,estimate_only,1,1,0,0,1
ladysmithchronicle.com,Third country,CA,,estimate_only,1,1,0,0,1
lahainanews.com,Third country,US,,estimate_only,1,1,0,0,1
lanacion.com.ar,Third country,AR,AR,estimate_domain_agree,1,1,0,0,0
lancashiretelegraph.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
lanouvelle.net,Third country,CA,,estimate_only,1,1,0,0,1
lanouvelletribune.info,Third country,BN,,estimate_only,1,1,0,0,1
lapatilla.com,Third country,VE,,estimate_only,1,1,0,0,0
lapsi.al,Third country,,AL,domain_only,1,1,0,0,0
larazon.es,Third country,SP,SP,estimate_domain_agree,1,1,0,0,0
larepublica.co,Third country,CO,CO,estimate_domain_agree,1,1,0,0,0
latimes.com,Third country,US,,estimate_only,1,1,0,0,0
latinamericanpost.com,Third country,US,,estimate_only,1,1,0,0,0
laverdad.es,Third country,SP,SP,estimate_domain_agree,1,1,0,0,0
lavoixdusud.com,Third country,CA,,estimate_only,1,1,0,0,1
lavoz.com.ar,Third country,AR,AR,estimate_domain_agree,1,1,0,0,0
lazer1033.com,Third country,US,,estimate_only,1,1,0,0,1
lazer993.com,Third country,US,,estimate_only,1,1,0,0,1
leaderlive.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
leadership.ng,Third country,NI,NI,estimate_domain_agree,1,1,0,0,0
lechodemaskinonge.com,Third country,CA,,estimate_only,1,1,0,0,1
lecourrier.vn,Third country,VM,VM,estimate_domain_agree,1,1,0,0,1
lecourriersud.com,Third country,CA,,estimate_only,1,1,0,0,1
lefaso.net,Third country,UV,,estimate_only,1,1,0,0,0
legit.ng,Third country,NI,NI,estimate_domain_agree,1,1,0,0,0
leighjournal.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
lematin.ch,Third country,SZ,SZ,estimate_domain_agree,1,1,0,0,0
lemauricien.com,Third country,MP,,estimate_only,1,1,0,0,0
lequotidien-oran.com,Third country,AG,,estimate_only,1,1,0,0,1
lequotidien.sn,Third country,SG,SG,estimate_domain_agree,1,1,0,0,1
lerefletdulac.com,Third country,CA,,estimate_only,1,1,0,0,1
lesoleil.sn,Third country,SG,SG,estimate_domain_agree,1,1,0,0,0
lessentiel.lu,Third country,LU,LU,estimate_domain_agree,1,1,0,0,0
lethbridgeherald.com,Third country,CA,,estimate_only,1,1,0,0,1
levenementprecis.com,Third country,BN,,estimate_only,1,1,0,0,1
lex18.com,Third country,US,,estimate_only,1,1,0,0,1
lexology.com,Third country,US,,estimate_only,1,1,0,0,0
lgbtqnation.com,Third country,US,,estimate_only,1,1,0,0,0
lhebdodustmaurice.com,Third country,CA,,estimate_only,1,1,0,0,1
lhebdojournal.com,Third country,CA,,estimate_only,1,1,0,0,1
libertatea.ro,Third country,RO,RO,estimate_domain_agree,1,1,0,0,0
lidovky.cz,Third country,EZ,EZ,estimate_domain_agree,1,1,0,0,0
liga.net,Third country,UP,,estimate_only,1,1,0,0,0
listindiario.com,Third country,US,,estimate_only,1,1,0,0,0
literock973.com,Third country,US,,estimate_only,1,1,0,0,1
liverpoolecho.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
lockhaven.com,Third country,US,,estimate_only,1,1,0,0,1
loksatta.com,Third country,IN,,estimate_only,1,1,0,0,0
lrt.lt,Third country,LH,LH,estimate_domain_agree,1,1,0,0,0
ludlowadvertiser.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
lufkindailynews.com,Third country,US,,estimate_only,1,1,0,0,1
lusakatimes.com,Third country,ZA,,estimate_only,1,1,0,0,1
madata.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
magyarnemzet.hu,Third country,,HU,domain_only,1,1,0,0,0
malaymail.com,Third country,MY,,estimate_only,1,1,0,0,0
maldonandburnhamstandard.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
malverngazette.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
manaonline.gov.mw,Third country,MI,MI,estimate_domain_agree,1,1,0,0,0
manchestereveningnews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
mapleridgenews.com,Third country,CA,,estimate_only,1,1,0,0,1
marianne.net,Third country,FR,,estimate_only,1,1,0,0,0
marieclaire.com,Third country,US,,estimate_only,1,1,0,0,0
marthastewart.com,Third country,US,,estimate_only,1,1,0,0,0
mauinews.com,Third country,US,,estimate_only,1,1,0,0,1
mb.com.ph,Third country,RP,RP,estimate_domain_agree,1,1,0,0,1
mcalesternews.com,Third country,US,,estimate_only,1,1,0,0,1
mckinsey.com,Third country,US,,estimate_only,1,1,0,0,0
meadvilletribune.com,Third country,US,,estimate_only,1,1,0,0,1
medicinehatnews.com,Third country,CA,,estimate_only,1,1,0,0,1
medscape.com,Third country,US,,estimate_only,1,1,0,0,0
meedia.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
memri.org,Third country,RS,,estimate_only,1,1,0,0,0
mena.org.eg,Third country,EG,EG,estimate_domain_agree,1,1,0,0,0
meobserver.org,Third country,EG,,estimate_only,1,1,0,0,1
mercurynews.com,Third country,US,,estimate_only,1,1,0,0,0
messengernewspapers.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
middle-east-online.com,Third country,IZ,,estimate_only,1,1,0,0,0
milfordmercury.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
military.com,Third country,US,,estimate_only,1,1,0,0,0
miningjournal.net,Third country,US,,estimate_only,1,1,0,0,1
miningweekly.com,Third country,SF,,estimate_only,1,1,0,0,1
mirror.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
mises.org,Third country,US,,estimate_only,1,1,0,0,0
missioncityrecord.com,Third country,CA,,estimate_only,1,1,0,0,1
mix1063.com,Third country,US,,estimate_only,1,1,0,0,1
mkd.mk,Third country,MK,MK,estimate_domain_agree,1,1,0,0,1
money.pl,Third country,PL,PL,estimate_domain_agree,1,1,0,0,0
moottori.fi,Third country,FI,FI,estimate_domain_agree,1,1,0,0,0
more1049.com,Third country,US,,estimate_only,1,1,0,0,1
more961.com,Third country,US,,estimate_only,1,1,0,0,1
morningstaronline.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
morungexpress.com,Third country,IN,,estimate_only,1,1,0,0,0
moya-planeta.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
mprnews.org,Third country,US,,estimate_only,1,1,0,0,0
mt.co.kr,Third country,KS,KS,estimate_domain_agree,1,1,0,0,0
mult-kor.hu,Third country,HU,HU,estimate_domain_agree,1,1,0,0,0
mustaqila.com,Third country,IZ,,estimate_only,1,1,0,0,0
mynspr.org,Third country,US,,estimate_only,1,1,0,0,0
mytashkent.uz,Third country,UZ,UZ,estimate_domain_agree,1,1,0,0,0
naija247news.com,Third country,NI,,estimate_only,1,1,0,0,0
namibian.com.na,Third country,WA,WA,estimate_domain_agree,1,1,0,0,1
nanaimobulletin.com,Third country,CA,,estimate_only,1,1,0,0,1
naturalgasworld.com,Third country,RS,,estimate_only,1,1,0,0,0
naukawpolsce.pl,Third country,,PL,domain_only,1,1,0,0,0
nbcchicago.com,Third country,US,,estimate_only,1,1,0,0,1
nbcdfw.com,Third country,US,,estimate_only,1,1,0,0,1
nbcmiami.com,Third country,US,,estimate_only,1,1,0,0,1
nbcsandiego.com,Third country,US,,estimate_only,1,1,0,0,0
ncnewsonline.com,Third country,US,,estimate_only,1,1,0,0,1
ndi.org,Third country,US,,estimate_only,1,1,0,0,0
nehandaradio.com,Third country,ZI,,estimate_only,1,1,0,0,0
neoskosmos.com,Third country,GR,,estimate_only,1,1,0,0,1
neowin.net,Third country,US,,estimate_only,1,1,0,0,0
nepalitimes.com,Third country,NP,,estimate_only,1,1,0,0,1
net.hr,Third country,HR,HR,estimate_domain_agree,1,1,0,0,0
netindia123.com,Third country,IN,,estimate_only,1,1,0,0,0
netpress.com.mk,Third country,MK,MK,estimate_domain_agree,1,1,0,0,0
nettavisen.no,Third country,NO,NO,estimate_domain_agree,1,1,0,0,0
newhamburgindependent.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,0
newkerala.com,Third country,IN,,estimate_only,1,1,0,0,0
news-gazette.com,Third country,US,,estimate_only,1,1,0,0,1
news8000.com,Third country,US,,estimate_only,1,1,0,0,0
newsandstar.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
newsargus.com,Third country,US,,estimate_only,1,1,0,0,0
newsbytes.ph,Third country,RP,RP,estimate_domain_agree,1,1,0,0,0
newsinvestigatorsng.com,Third country,NI,,estimate_only,1,1,0,0,0
newsit.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
newspressnow.com,Third country,US,,estimate_only,1,1,0,0,1
newstribune.com,Third country,US,,estimate_only,1,1,0,0,0
newsweek.com,Third country,US,,estimate_only,1,1,0,0,0
newtalk.tw,Third country,TW,TW,estimate_domain_agree,1,1,0,0,0
newzimbabwe.com,Third country,ZI,,estimate_only,1,1,0,0,0
nezavisen.mk,Third country,,MK,domain_only,1,1,0,0,1
nhpr.org,Third country,US,,estimate_only,1,1,0,0,0
niagarafallsreview.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
niagarathisweek.com,Third country,CA,,estimate_only,1,1,0,0,0
nin.rs,Third country,,RI,domain_only,1,1,0,0,0
nltimes.nl,Third country,NL,NL,estimate_domain_agree,1,1,0,0,0
nny360.com,Third country,US,,estimate_only,1,1,0,0,1
northafricapost.com,Third country,MO,,estimate_only,1,1,0,0,0
northbaynipissing.com,Third country,CA,,estimate_only,1,1,0,0,0
northcountrypublicradio.org,Third country,US,,estimate_only,1,1,0,0,0
northern-times.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
northernpublicradio.org,Third country,US,,estimate_only,1,1,0,0,0
northislandgazette.com,Third country,CA,,estimate_only,1,1,0,0,1
northumberlandnews.com,Third country,CA,,estimate_only,1,1,0,0,0
northwaleschronicle.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
northwalespioneer.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
northwichguardian.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
noticiabrasil.net.br,Third country,,BR,domain_only,1,1,0,0,0
noticiassin.com,Third country,US,,estimate_only,1,1,0,0,0
nra.lv,Third country,LG,LG,estimate_domain_agree,1,1,0,0,0
nsknews.info,Third country,RS,,estimate_only,1,1,0,0,0
ntv.com.tr,Third country,TU,TU,estimate_domain_agree,1,1,0,0,0
ntvbd.com,Third country,BG,,estimate_only,1,1,0,0,0
nuclear-news.net,Third country,JA,,estimate_only,1,1,0,0,0
nujournal.com,Third country,US,,estimate_only,1,1,0,0,1
nvdaily.com,Third country,US,,estimate_only,1,1,0,0,1
nwemail.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
nyan.ax,Third country,FI,,estimate_only,1,1,0,0,0
nydailynews.com,Third country,US,,estimate_only,1,1,0,0,0
nypost.com,Third country,US,,estimate_only,1,1,0,0,1
observer.ug,Third country,UG,UG,estimate_domain_agree,1,1,0,0,0
ocregister.com,Third country,US,,estimate_only,1,1,0,0,0
oeildafrique.com,Third country,CF,,estimate_only,1,1,0,0,1
ogunhaber.com,Third country,TU,,estimate_only,1,1,0,0,0
oikoumene.org,Third country,SZ,,estimate_only,1,1,0,0,1
oilprice.com,Third country,US,,estimate_only,1,1,0,0,0
